1241054779 3 02JAN2011                                                          
1241063739 1 03JAN2011                                                          
1241066216 1 04JAN2011                                                          
1241086052 3 06JAN2011                                                          
1241147641 1 13JAN2011                                                          
1241235281 1 23JAN2011                                                          
1241244297 1 24JAN2011                                                          
1241263172 3 25JAN2011                                                          
1241286432 3 28JAN2011                                                          
1241298131 2 29JAN2011                                                          
1241359997 1 05FEB2011                                                          
1241371145 1 07FEB2011                                                          
1241390440 1 09FEB2011                                                          
1241461856 1 16FEB2011                                                          
1241561055 1 28FEB2011                                                          
1241623505 3 06MAR2011                                                          
1241645664 2 09MAR2011                                                          
1241652707 3 09MAR2011                                                          
1241686210 1 13MAR2011                                                          
1241715610 1 16MAR2011                                                          
1241731828 1 18MAR2011                                                          
1241789227 3 25MAR2011                                                          
1241895594 1 05APR2011                                                          
1241909303 3 07APR2011                                                          
1241930625 3 09APR2011                                                          
1241977403 1 15APR2011                                                          
1242012259 1 18APR2011                                                          
1242012269 1 18APR2011                                                          
1242035131 1 21APR2011                                                          
1242076538 3 25APR2011                                                          
1242130888 1 01MAY2011                                                          
1242140006 3 02MAY2011                                                          
1242140009 2 02MAY2011                                                          
1242149082 1 03MAY2011                                                          
1242159212 3 04MAY2011                                                          
1242161468 3 04MAY2011                                                          
1242162201 3 05MAY2011                                                          
1242173926 3 06MAY2011                                                          
1242185055 1 08MAY2011                                                          
1242214574 3 11MAY2011                                                          
1242229985 1 13MAY2011                                                          
1242259863 2 16MAY2011                                                          
1242265757 1 16MAY2011                                                          
1242449327 3 05JUN2011                                                          
1242458099 1 06JUN2011                                                          
1242467585 3 07JUN2011                                                          
1242477751 3 08JUN2011                                                          
1242493791 1 10JUN2011                                                          
1242502670 1 11JUN2011                                                          
1242515373 3 13JUN2011                                                          
1242534503 3 15JUN2011                                                          
1242557584 2 17JUN2011                                                          
1242559569 1 18JUN2011                                                          
1242568696 2 18JUN2011                                                          
1242578860 2 20JUN2011                                                          
1242610991 1 23JUN2011                                                          
1242647539 1 27JUN2011                                                          
1242657273 1 28JUN2011                                                          
1242691897 2 02JUL2011                                                          
1242736731 1 07JUL2011                                                          
1242773202 3 11JUL2011                                                          
1242782701 3 12JUL2011                                                          
1242827683 1 17JUL2011                                                          
1242836878 1 18JUL2011                                                          
1242838815 1 19JUL2011                                                          
1242848557 2 19JUL2011                                                          
1242923327 3 28JUL2011                                                          
1242938120 1 30JUL2011                                                          
1242977743 2 03AUG2011                                                          
1243012144 2 06AUG2011                                                          
1243026971 1 08AUG2011                                                          
1243039354 1 10AUG2011                                                          
1243049938 3 11AUG2011                                                          
1243110343 1 17AUG2011                                                          
1243127549 1 20AUG2011                                                          
1243152030 1 22AUG2011                                                          
1243152039 1 22AUG2011                                                          
1243165497 3 24AUG2011                                                          
1243198099 1 27AUG2011                                                          
1243227745 1 31AUG2011                                                          
1243269405 2 04SEP2011                                                          
1243279343 3 05SEP2011                                                          
1243290080 1 06SEP2011                                                          
1243290089 1 06SEP2011                                                          
1243315613 1 09SEP2011                                                          
1243398628 1 18SEP2011                                                          
1243417726 1 20SEP2011                                                          
1243462945 3 25SEP2011                                                          
1243465031 1 26SEP2011                                                          
1243485097 3 28SEP2011                                                          
1243515588 1 01OCT2011                                                          
1243568955 1 07OCT2011                                                          
1243643970 1 16OCT2011                                                          
1243644877 3 16OCT2011                                                          
1243661763 1 18OCT2011                                                          
1243670182 1 18OCT2011                                                          
1243680376 1 19OCT2011                                                          
1243797399 1 01NOV2011                                                          
1243799681 1 02NOV2011                                                          
1243815198 1 03NOV2011                                                          
1243817278 1 04NOV2011                                                          
1243887390 2 11NOV2011                                                          
1243951648 1 18NOV2011                                                          
1243960910 1 19NOV2011                                                          
1243963366 1 20NOV2011                                                          
1243991721 1 23NOV2011                                                          
1243992813 2 23NOV2011                                                          
1244066194 2 30NOV2011                                                          
1244086685 3 03DEC2011                                                          
1244107612 1 05DEC2011                                                          
1244117101 1 06DEC2011                                                          
1244117109 1 06DEC2011                                                          
1244171290 1 12DEC2011                                                          
1244181114 1 13DEC2011                                                          
1244197366 1 15DEC2011                                                          
1244296274 1 26DEC2011                                                          
