1234437760 1 02JAN2009                                                          
1234534069 3 11JAN2009                                                          
1234537441 1 12JAN2009                                                          
1234538390 2 12JAN2009                                                          
1234588648 2 17JAN2009                                                          
1234659163 2 24JAN2009                                                          
1234665265 2 24JAN2009                                                          
1234709803 3 29JAN2009                                                          
1234727966 1 31JAN2009                                                          
1234891576 3 16FEB2009                                                          
1234897732 1 16FEB2009                                                          
1234958242 2 22FEB2009                                                          
1234972570 2 24FEB2009                                                          
1235176942 3 15MAR2009                                                          
1235236723 1 21MAR2009                                                          
1235275513 1 24MAR2009                                                          
1235306679 1 28MAR2009                                                          
1235384426 1 04APR2009                                                          
1235591214 2 25APR2009                                                          
1235611754 2 27APR2009                                                          
1235744141 2 10MAY2009                                                          
1235830338 2 18MAY2009                                                          
1235856852 1 21MAY2009                                                          
1235881915 3 23MAY2009                                                          
1235913793 1 26MAY2009                                                          
1235926178 3 27MAY2009                                                          
1235963427 2 31MAY2009                                                          
1236017640 1 06JUN2009                                                          
1236028541 3 07JUN2009                                                          
1236055696 1 09JUN2009                                                          
1236066649 2 10JUN2009                                                          
1236113431 3 15JUN2009                                                          
1236128445 2 17JUN2009                                                          
1236128456 2 17JUN2009                                                          
1236183578 2 22JUN2009                                                          
1236216065 1 26JUN2009                                                          
1236349115 1 08JUL2009                                                          
1236369939 1 11JUL2009                                                          
1236483576 2 22JUL2009                                                          
1236673732 3 10AUG2009                                                          
1236694462 3 12AUG2009                                                          
1236701935 1 12AUG2009                                                          
1236783056 1 21AUG2009                                                          
1236852196 1 28AUG2009                                                          
1236923123 3 03SEP2009                                                          
1236965430 3 08SEP2009                                                          
1237165927 3 27SEP2009                                                          
1237218771 1 03OCT2009                                                          
1237272696 1 08OCT2009                                                          
1237327705 1 13OCT2009                                                          
1237331045 3 13OCT2009                                                          
1237370327 1 18OCT2009                                                          
1237450174 3 26OCT2009                                                          
1237478988 2 28OCT2009                                                          
1237507462 2 31OCT2009                                                          
1237517484 1 01NOV2009                                                          
1237664026 3 16NOV2009                                                          
1237670443 2 16NOV2009                                                          
1237695520 1 19NOV2009                                                          
1237751376 2 24NOV2009                                                          
1237789102 1 28NOV2009                                                          
1237825036 3 02DEC2009                                                          
1237890730 1 08DEC2009                                                          
1237894107 2 09DEC2009                                                          
1237894966 2 09DEC2009                                                          
1237928021 2 12DEC2009                                                          
1237974997 1 17DEC2009                                                          
1237989406 3 18DEC2009                                                          
1238013821 3 21DEC2009                                                          
1238053337 3 25DEC2009                                                          
