1238161695 2 06JAN2010                                                          
1238168538 1 06JAN2010                                                          
1238231237 1 14JAN2010                                                          
1238255107 1 17JAN2010                                                          
1238273927 1 20JAN2010                                                          
1238305578 3 24JAN2010                                                          
1238319276 1 25JAN2010                                                          
1238319281 1 25JAN2010                                                          
1238353296 1 30JAN2010                                                          
1238367238 1 31JAN2010                                                          
1238370259 3 01FEB2010                                                          
1238377562 1 02FEB2010                                                          
1238393448 1 03FEB2010                                                          
1238426415 3 08FEB2010                                                          
1238440880 1 09FEB2010                                                          
1238474357 2 14FEB2010                                                          
1238510159 1 18FEB2010                                                          
1238553101 3 24FEB2010                                                          
1238605995 1 02MAR2010                                                          
1238637449 1 06MAR2010                                                          
1238646479 1 07MAR2010                                                          
1238646484 1 07MAR2010                                                          
1238674844 1 11MAR2010                                                          
1238678581 1 11MAR2010                                                          
1238686430 1 12MAR2010                                                          
1238696385 2 13MAR2010                                                          
1238712056 1 16MAR2010                                                          
1238735750 1 19MAR2010                                                          
1238797437 2 26MAR2010                                                          
1238805678 1 27MAR2010                                                          
1238805703 1 27MAR2010                                                          
1238812262 2 28MAR2010                                                          
1238846184 1 01APR2010                                                          
1238856867 2 03APR2010                                                          
1238870441 1 04APR2010                                                          
1238872273 3 04APR2010                                                          
1238910092 1 09APR2010                                                          
1238928257 1 12APR2010                                                          
1238968334 2 17APR2010                                                          
1238985782 2 19APR2010                                                          
1239003827 3 21APR2010                                                          
1239018454 3 23APR2010                                                          
1239057268 1 27APR2010                                                          
1239172417 2 12MAY2010                                                          
1239179935 2 12MAY2010                                                          
1239194032 1 14MAY2010                                                          
1239201604 1 15MAY2010                                                          
1239220388 2 18MAY2010                                                          
1239226632 3 18MAY2010                                                          
1239248786 1 21MAY2010                                                          
1239258470 1 23MAY2010                                                          
1239266107 1 24MAY2010                                                          
1239312711 1 29MAY2010                                                          
1239320891 2 30MAY2010                                                          
1239346133 1 02JUN2010                                                          
1239353855 1 04JUN2010                                                          
1239368476 1 05JUN2010                                                          
1239408849 1 10JUN2010                                                          
1239410348 2 11JUN2010                                                          
1239416627 1 11JUN2010                                                          
1239418524 1 12JUN2010                                                          
1239442095 2 15JUN2010                                                          
1239498112 3 22JUN2010                                                          
1239543223 1 27JUN2010                                                          
1239615368 1 06JUL2010                                                          
1239693951 1 16JUL2010                                                          
1239713046 2 19JUL2010                                                          
1239735632 1 21JUL2010                                                          
1239744161 2 23JUL2010                                                          
1239765451 1 25JUL2010                                                          
1239785436 3 28JUL2010                                                          
1239821232 2 01AUG2010                                                          
1239823829 2 02AUG2010                                                          
1239836937 1 03AUG2010                                                          
1239874523 1 08AUG2010                                                          
1239932984 2 16AUG2010                                                          
1239962634 1 19AUG2010                                                          
1239972644 2 21AUG2010                                                          
1239994933 1 23AUG2010                                                          
1240051245 3 30AUG2010                                                          
1240060066 1 31AUG2010                                                          
1240137702 2 10SEP2010                                                          
1240173354 3 15SEP2010                                                          
1240187143 2 17SEP2010                                                          
1240201886 1 18SEP2010                                                          
1240283215 1 28SEP2010                                                          
1240306942 1 01OCT2010                                                          
1240314947 2 02OCT2010                                                          
1240314956 1 02OCT2010                                                          
1240355393 1 07OCT2010                                                          
1240379679 1 10OCT2010                                                          
1240387741 1 11OCT2010                                                          
1240430921 1 17OCT2010                                                          
1240446608 2 19OCT2010                                                          
1240447572 2 19OCT2010                                                          
1240461993 1 20OCT2010                                                          
1240485814 2 24OCT2010                                                          
1240509842 1 26OCT2010                                                          
1240512744 2 27OCT2010                                                          
1240549230 1 31OCT2010                                                          
1240568966 3 03NOV2010                                                          
1240581932 1 05NOV2010                                                          
1240588370 2 05NOV2010                                                          
1240599396 2 07NOV2010                                                          
1240604971 1 07NOV2010                                                          
1240613362 1 08NOV2010                                                          
1240692950 1 18NOV2010                                                          
1240782710 2 29NOV2010                                                          
1240856801 2 08DEC2010                                                          
1240870047 2 10DEC2010                                                          
1240886449 1 12DEC2010                                                          
1240903120 1 14DEC2010                                                          
1240961599 2 22DEC2010                                                          
