          63      121039  926012549211JAN200711JAN2007  1230058123 1220101300017   1             16.50        7.45 .                                            
           5    99999999  926011457015JAN200719JAN2007  1230080101 2230100500026   1            247.50      109.55 .                                            
          45    99999999  926010484720JAN200722JAN2007  1230106883 2240600100080   1             28.30        8.55 .                                            
          41      120174  160010152728JAN200728JAN2007  1230147441 1240600100010   2             32.00        6.50 .                                            
         183      120134  160010076027FEB200727FEB2007  1230315085 1240200200039   3             63.60        8.80 .                                            
          79    99999999  926010187402MAR200703MAR2007  1230333319 2240100400005   1            234.60      115.95 .                                            
          23    99999999  926012667903MAR200708MAR2007  1230338566 2240800200062   1             35.40       16.15 .                                            
          23    99999999  926012667903MAR200708MAR2007  1230338566 2240800200063   2             73.80       16.85 .                                            
          45    99999999  926010484709MAR200711MAR2007  1230371142 2240500100004   2            127.00       28.00 .                                            
          45    99999999  926010484709MAR200711MAR2007  1230371142 2240500200003   1             23.20       11.10 .                                            
          56      121059  926011187115MAR200715MAR2007  1230404278 1220200300002   2             75.00       17.05 .                                            
         183      120149  160010076022MAR200722MAR2007  1230440481 1230100600005   1            129.80       63.20 .                                            
          16    99999999  394010586524MAR200726MAR2007  1230450371 2230100600018   2            128.40       32.20 .                                            
          79    99999999  926010187424MAR200725MAR2007  1230453723 2240500200056   1             24.10       11.55 .                                            
         183      120134  160010076025MAR200725MAR2007  1230455630 1240200100233   2             91.80       22.45 .                                            
        2788    99999999  905010000128MAR200730MAR2007  1230478006 2230100100025   2             60.60       13.15 .                                            
          20      121066  926011893401APR200701APR2007  1230498538 1230100300006   1             68.50       34.35 .                                            
       70046    99999999  260010001702APR200703APR2007  1230500669 3240200100131   2            148.60       41.35 .                                            
       12386    99999999  475010000102APR200703APR2007  1230503155 2220101400310   1             31.80       14.20 .                                            
          23    99999999  926012667918APR200723APR2007  1230591673 2220200200024   3            178.50       32.25 .                                            
          36    99999999  926012823718APR200720APR2007  1230591675 3240500100039   1             34.50       15.40 .                                            
          79      121045  926010187418APR200718APR2007  1230591684 1240200100076   4           1796.00      246.55 .                                            
          61    99999999  394010888724APR200729APR2007  1230619748 2220200100092   1             83.00       41.60 .                                            
          61    99999999  394010888724APR200729APR2007  1230619748 2220200300005   3            345.00       52.35 .                                            
          13    99999999  394010518928APR200703MAY2007  1230642273 2230100500082   1            126.10       58.60 .                                            
         171    99999999  160010155501MAY200704MAY2007  1230657844 3240100100646   1            109.90       46.80 .                                            
       11171    99999999  260010003207MAY200709MAY2007  1230690733 3240200100043   2            282.40       69.40 .                                            
       14703    99999999  475010000208MAY200711MAY2007  1230699509 2220100100044   1            102.10       48.65 .                                            
       14703    99999999  475010000208MAY200711MAY2007  1230699509 2220100400005   1             81.30       40.75 .                                            
          79    99999999  926010187408MAY200709MAY2007  1230700421 2230100100006   1            176.00       74.55 .                                            
          79    99999999  926010187408MAY200709MAY2007  1230700421 2230100500045   2              2.60        0.60 .                                            
          79    99999999  926010187408MAY200709MAY2007  1230700421 2230100500068   2              3.40        0.80 .                                            
         928    99999999  905010001615MAY200719MAY2007  1230738723 2230100600026   2            237.20       59.40 .                                            
       19444    99999999  475010000116MAY200721MAY2007  1230744524 2220100700024   1             99.70       47.45 .                                            
       19444    99999999  475010000116MAY200721MAY2007  1230744524 2220101000002   1             17.70        8.00 .                                            
          71      121060  926012413016MAY200716MAY2007  1230745294 1220200100179   1            134.50       67.35 .                                            
          12      121039  926010371318MAY200718MAY2007  1230754828 1220100100272   3             68.40       11.50 .                                            
          12      121039  926010371318MAY200718MAY2007  1230754828 1220101400269   4            268.00       29.80 .                                            
         544    99999999  905010000821MAY200722MAY2007  1230771337 2230100500012   3            221.70       33.25 .                                            
         111      120148  160010207223MAY200723MAY2007  1230778996 1230100500096   1             35.50       17.25 .                                            
          88    99999999  926010017925MAY200728MAY2007  1230793366 2240400200097   3           1250.40      124.20 .                                            
          23    99999999  926012667927MAY200701JUN2007  1230804171 2240500200073   3            148.50       20.65 .                                            
          71      121064  926012413031MAY200731MAY2007  1230825762 1230100500093   2            265.60       55.85 .                                            
          23    99999999  926012667903JUN200708JUN2007  1230841456 2240700400024   2            127.20       33.15 .                                            
          75      121094  926010806803JUN200703JUN2007  1230841466 1240500100062   2            109.20       23.85 .                                            
          75      121094  926010806803JUN200703JUN2007  1230841466 1240500200130   2             56.00       11.70 .                                            
          56      121043  926011187111JUN200711JUN2007  1230885738 1220101300017   2             33.00        7.45 .                                            
          56      121043  926011187111JUN200711JUN2007  1230885738 1220101400098   3             97.20       14.85 .                                            
          18      121086  926011236116JUN200716JUN2007  1230912536 1240500200121   2             50.80       12.10 .                                            
       17023    99999999  260010002120JUN200725JUN2007  1230931366 3240200200007   2            166.80        8.35 .                                            
       17023    99999999  260010002120JUN200725JUN2007  1230931366 3240200200061   2            261.80       52.45 .                                            
         171    99999999  160010155503JUL200706JUL2007  1231002241 3220101200029   1             52.30       22.65 .                                            
       70108    99999999  260010004604JUL200705JUL2007  1231008713 2240200200039   2             42.40        8.80 .                                            
        2806    99999999  801010008904JUL200708JUL2007  1231014780 2240100400043   4           1064.00      131.50 .                                            
         215      120145  160010272107JUL200707JUL2007  1231023774 1230100500024   1             22.90       10.85 .                                            
         215      120145  160010272107JUL200707JUL2007  1231023774 1230100600015   1             78.20       39.20 .                                            
          13    99999999  394010518909JUL200714JUL2007  1231035308 2230100600023   2            146.80       36.80 .                                            
          36    99999999  926012823715JUL200717JUL2007  1231071449 3240400200057   2            257.00       58.05 .                                            
          36    99999999  926012823715JUL200717JUL2007  1231071449 3240400200066   2             27.60        6.30 .                                            
          12      121064  926010371316JUL200716JUL2007  1231077006 1230100500095   2            193.80       40.00 .                                            
          61    99999999  394010888720JUL200725JUL2007  1231094514 2230100500074   4            544.00       51.30 .                                            
          61    99999999  394010888720JUL200725JUL2007  1231094514 2230100600005   2            259.60       63.20 .                                            
          79      121027  926010187427JUL200727JUL2007  1231135703 1210200900004   2             92.00       16.05 .                                            
          79      121027  926010187427JUL200727JUL2007  1231135703 1210201000050   2             39.00        8.95 .                                            
          31      121059  926012842802AUG200702AUG2007  1231169108 1220200300157   3            220.20       36.65 .                                            
         215      120164  160010272104AUG200704AUG2007  1231176288 1240500200100   2             45.40       10.85 .                                            
         111    99999999  160010207206AUG200708AUG2007  1231188317 2220100900029   1             30.80       12.35 .                                            
        3959    99999999  801010015106AUG200707AUG2007  1231194004 3240100100610   2            122.00       27.55 .                                            
        3959    99999999  801010015106AUG200707AUG2007  1231194004 3240100400143   2            330.00       82.60 .                                            
          71      120732  926012413008AUG200708AUG2007  1231204878 1230100600017   2            111.40       27.95 .                                            
         215      120134  160010272109AUG200709AUG2007  1231206746 1240200100232   1             28.20       14.20 .                                            
       70187    99999999  260010003513AUG200718AUG2007  1231227910 2240200200013   3           1266.00       42.20 .                                            
          20      121040  926011893413AUG200713AUG2007  1231231220 1220101400306   2            145.20       33.10 .                                            
          45      121045  926010484718AUG200718AUG2007  1231259703 1240200100051   3            420.90       72.00 .                                            
          52    99999999  926011623520AUG200726AUG2007  1231270767 3230100600022   2            168.20       42.15 .                                            
          12      121037  926010371324AUG200724AUG2007  1231292064 1220101400060   3             96.30       14.70 .                                            
          12      121037  926010371324AUG200724AUG2007  1231292064 1220101400117   2             91.20       20.85 .                                            
          16    99999999  394010586527AUG200704SEP2007  1231305521 2220200100035   2            125.20       31.40 .                                            
          16    99999999  394010586527AUG200729AUG2007  1231305531 2220200100090   2            177.20       44.40 .                                            
          20      121109  926011893428AUG200728AUG2007  1231314893 1240700200024   2             32.00        6.35 .                                            
        2806    99999999  801010008928AUG200701SEP2007  1231316727 2240100400076   2            224.60       68.60 .                                            
        2806    99999999  801010008928AUG200701SEP2007  1231316727 2240100400143   2            330.00       82.60 .                                            
          61    99999999  394010888729AUG200703SEP2007  1231317443 2230100700002   2            440.00      135.00 .                                            
          71      121057  926012413002SEP200702SEP2007  1231341359 1220200200018   2            132.80       30.25 .                                            
          36    99999999  926012823711SEP200713SEP2007  1231392762 3230100600023   2            146.80       36.80 .                                            
          36    99999999  926012823715SEP200717SEP2007  1231414059 3240800200008   1            150.25       60.10 .                                            
       70046    99999999  260010001723SEP200724SEP2007  1231453831 3240200100052   1             99.70       51.40 .                                            
       70046    99999999  260010001723SEP200724SEP2007  1231453831 3240200200015   1             24.00       10.55 .                                            
          52      121044  926011623525SEP200730SEP2007  1231468750 1220100100153   1             50.00       25.10 .                                            
       19444    99999999  475010000101OCT200706OCT2007  1231500373 2220101200006   1             52.20       20.95 .                                            
          88      121043  926010017901OCT200701OCT2007  1231501254 1220100700052   1            106.10       50.50 .                                            
          52    99999999  926011623505OCT200711OCT2007  1231522431 3240100100065   1             34.70       13.80 .                                            
       14703    99999999  475010000209OCT200712OCT2007  1231544990 2220101400385   1             24.80       12.35 .                                            
       70108    99999999  260010004622OCT200723OCT2007  1231614059 2220101200020   1             55.90       24.20 .                                            
          61    99999999  394010888723OCT200728OCT2007  1231619928 2230100600036   1            103.20       50.40 .                                            
          11    99999999  394010859229OCT200703NOV2007  1231653765 3230100200047   1             72.70       35.20 .                                            
          63      121061  926012549229OCT200702NOV2007  1231657078 1220200300116   1             84.20       38.35 .                                            
           5      121025  926011457030OCT200730OCT2007  1231663230 1240100100433   1              3.00        1.15 .                                            
         544    99999999  905010000812NOV200713NOV2007  1231734609 2230100500091   1            191.00       80.45 .                                            
        1033    99999999  905010000112NOV200716NOV2007  1231734615 3230100600005   1            129.80       63.20 .                                            
          17      121037  926012330616NOV200716NOV2007  1231757107 1220100100568   1             84.10       42.15 .                                            
       14703    99999999  475010000219NOV200722NOV2007  1231773634 2220101400018   2             45.60       10.45 .                                            
          71      121025  926012413020NOV200720NOV2007  1231780610 1240100400080   1            219.90      109.90 .                                            
           5    99999999  926011457001DEC200703DEC2007  1231842118 2240700300002   2             43.98        7.25 .                                            
          45      121060  926010484704DEC200704DEC2007  1231858937 1220200300079   2            128.60       28.65 .                                            
       70187    99999999  260010003505DEC200710DEC2007  1231861295 2240200100154   2             53.20       11.95 .                                            
          71      121043  926012413010DEC200710DEC2007  1231891098 1220101400091   2             65.60       15.00 .                                            
          88      120733  926010017911DEC200711DEC2007  1231896710 1230100500087   1             93.80       39.05 .                                            
